Season_End_Year,Date,HomeTeam,HomeTeamJP,AwayTeam,AwayTeamJP,HomeGoals,AwayGoals,Result
2014,02/11/13,Sevilla,セビージャ,Celta,セルタ,0,1,2
2014,02/11/13,Sociedad,ソシエダ,Osasuna,オサスナ,5,0,0
2014,02/11/13,Vallecano,ラージョ,Real Madrid,Rマドリード,2,3,2
2014,03/11/13,Ath Madrid,Aマドリード,Ath Bilbao,ビルバオ,2,0,0
2014,03/11/13,Getafe,ヘタフェ,Valencia,バレンシア,0,1,2
2014,03/11/13,Levante,レバンテ,Granada,グラナダ,0,1,2
2014,03/11/13,Malaga,マラガ,Betis,ベティス,3,2,0
2014,04/11/13,Elche,エルチェ,Villarreal,ビジャレアル,0,1,2
2014,08/11/13,Granada,グラナダ,Malaga,マラガ,3,1,0
2014,08/11/13,Osasuna,オサスナ,Almeria,アルメリア,0,1,2
2014,09/11/13,Ath Bilbao,ビルバオ,Levante,レバンテ,2,1,0
2014,09/11/13,Celta,セルタ,Vallecano,ラージョ,0,2,2
2014,09/11/13,Getafe,ヘタフェ,Elche,エルチェ,1,1,1
2014,09/11/13,Real Madrid,Rマドリード,Sociedad,ソシエダ,5,1,0
2014,10/11/13,Betis,ベティス,Barcelona,バルセロナ,1,4,2
2014,10/11/13,Espanol,エスパニョール,Sevilla,セビージャ,1,3,2
2014,10/11/13,Valencia,バレンシア,Valladolid,バジャドリード,2,2,1
2014,10/11/13,Villarreal,ビジャレアル,Ath Madrid,Aマドリード,1,1,1
2014,22/11/13,Valladolid,バジャドリード,Osasuna,オサスナ,0,1,2
2014,23/11/13,Almeria,アルメリア,Real Madrid,Rマドリード,0,5,2
2014,23/11/13,Ath Madrid,Aマドリード,Getafe,ヘタフェ,7,0,0
2014,23/11/13,Barcelona,バルセロナ,Granada,グラナダ,4,0,0
2014,23/11/13,Sociedad,ソシエダ,Celta,セルタ,4,3,0
2014,24/11/13,Elche,エルチェ,Valencia,バレンシア,2,1,0
2014,24/11/13,Levante,レバンテ,Villarreal,ビジャレアル,0,3,2
2014,24/11/13,Sevilla,セビージャ,Betis,ベティス,4,0,0
2014,24/11/13,Vallecano,ラージョ,Espanol,エスパニョール,1,4,2
2014,25/11/13,Malaga,マラガ,Ath Bilbao,ビルバオ,1,2,2
2014,29/11/13,Getafe,ヘタフェ,Levante,レバンテ,1,0,0
2014,29/11/13,Villarreal,ビジャレアル,Malaga,マラガ,1,1,1
2014,30/11/13,Celta,セルタ,Almeria,アルメリア,3,1,0
2014,30/11/13,Elche,エルチェ,Ath Madrid,Aマドリード,0,2,2
2014,30/11/13,Espanol,エスパニョール,Sociedad,ソシエダ,1,2,2
2014,30/11/13,Real Madrid,Rマドリード,Valladolid,バジャドリード,4,0,0
2014,01/12/13,Ath Bilbao,ビルバオ,Barcelona,バルセロナ,1,0,0
2014,01/12/13,Betis,ベティス,Vallecano,ラージョ,2,2,1
2014,01/12/13,Granada,グラナダ,Sevilla,セビージャ,1,2,2
2014,01/12/13,Valencia,バレンシア,Osasuna,オサスナ,3,0,0
2014,13/12/13,Levante,レバンテ,Elche,エルチェ,2,1,0
2014,14/12/13,Barcelona,バルセロナ,Villarreal,ビジャレアル,2,1,0
2014,14/12/13,Malaga,マラガ,Getafe,ヘタフェ,1,0,0
2014,14/12/13,Osasuna,オサスナ,Real Madrid,Rマドリード,2,2,1
2014,14/12/13,Vallecano,ラージョ,Granada,グラナダ,0,2,2
2014,15/12/13,Almeria,アルメリア,Espanol,エスパニョール,0,0,1
2014,15/12/13,Ath Madrid,Aマドリード,Valencia,バレンシア,3,0,0
2014,15/12/13,Sevilla,セビージャ,Ath Bilbao,ビルバオ,1,1,1
2014,15/12/13,Sociedad,ソシエダ,Betis,ベティス,5,1,0
2014,16/12/13,Valladolid,バジャドリード,Celta,セルタ,3,0,0
2014,20/12/13,Elche,エルチェ,Malaga,マラガ,0,1,2
2014,21/12/13,Ath Madrid,Aマドリード,Levante,レバンテ,3,2,0
2014,21/12/13,Betis,ベティス,Almeria,アルメリア,0,1,2
2014,21/12/13,Granada,グラナダ,Sociedad,ソシエダ,1,3,2
2014,21/12/13,Villarreal,ビジャレアル,Sevilla,セビージャ,1,2,2
2014,22/12/13,Ath Bilbao,ビルバオ,Vallecano,ラージョ,2,1,0
2014,22/12/13,Celta,セルタ,Osasuna,オサスナ,1,1,1
2014,22/12/13,Espanol,エスパニョール,Valladolid,バジャドリード,4,2,0
2014,22/12/13,Getafe,ヘタフェ,Barcelona,バルセロナ,2,5,2
2014,22/12/13,Valencia,バレンシア,Real Madrid,Rマドリード,2,3,2
2014,04/01/14,Almeria,アルメリア,Granada,グラナダ,3,0,0
2014,04/01/14,Malaga,マラガ,Ath Madrid,Aマドリード,0,1,2
2014,04/01/14,Valencia,バレンシア,Levante,レバンテ,2,0,0
2014,04/01/14,Valladolid,バジャドリード,Betis,ベティス,0,0,1
2014,05/01/14,Barcelona,バルセロナ,Elche,エルチェ,4,0,0
2014,05/01/14,Osasuna,オサスナ,Espanol,エスパニョール,1,0,0
2014,05/01/14,Sevilla,セビージャ,Getafe,ヘタフェ,3,0,0
2014,05/01/14,Sociedad,ソシエダ,Ath Bilbao,ビルバオ,2,0,0
2014,06/01/14,Real Madrid,Rマドリード,Celta,セルタ,3,0,0
2014,06/01/14,Vallecano,ラージョ,Villarreal,ビジャレアル,2,5,2
2014,10/01/14,Granada,グラナダ,Valladolid,バジャドリード,4,0,0
2014,11/01/14,Ath Bilbao,ビルバオ,Almeria,アルメリア,6,1,0
2014,11/01/14,Ath Madrid,Aマドリード,Barcelona,バルセロナ,0,0,1
2014,11/01/14,Celta,セルタ,Valencia,バレンシア,2,1,0
2014,11/01/14,Elche,エルチェ,Sevilla,セビージャ,1,1,1
2014,12/01/14,Betis,ベティス,Osasuna,オサスナ,1,2,2
2014,12/01/14,Espanol,エスパニョール,Real Madrid,Rマドリード,0,1,2
2014,12/01/14,Getafe,ヘタフェ,Vallecano,ラージョ,0,1,2
2014,12/01/14,Levante,レバンテ,Malaga,マラガ,1,0,0
2014,13/01/14,Villarreal,ビジャレアル,Sociedad,ソシエダ,5,1,0
2014,17/01/14,Malaga,マラガ,Valencia,バレンシア,0,0,1
2014,18/01/14,Betis,ベティス,Real Madrid,Rマドリード,0,5,2
2014,18/01/14,Elche,エルチェ,Vallecano,ラージョ,2,0,0
2014,18/01/14,Espanol,エスパニョール,Celta,セルタ,1,0,0
2014,18/01/14,Granada,グラナダ,Osasuna,オサスナ,0,0,1
2014,19/01/14,Ath Madrid,Aマドリード,Sevilla,セビージャ,1,1,1
2014,19/01/14,Getafe,ヘタフェ,Sociedad,ソシエダ,2,2,1
2014,19/01/14,Levante,レバンテ,Barcelona,バルセロナ,1,1,1
2014,19/01/14,Villarreal,ビジャレアル,Almeria,アルメリア,2,0,0
2014,20/01/14,Ath Bilbao,ビルバオ,Valladolid,バジャドリード,4,2,0
2014,24/01/14,Celta,セルタ,Betis,ベティス,4,2,0
2014,25/01/14,Real Madrid,Rマドリード,Granada,グラナダ,2,0,0
2014,25/01/14,Sevilla,セビージャ,Levante,レバンテ,2,3,2
2014,25/01/14,Valencia,バレンシア,Espanol,エスパニョール,2,2,1
2014,25/01/14,Valladolid,バジャドリード,Villarreal,ビジャレアル,1,0,0
2014,26/01/14,Almeria,アルメリア,Getafe,ヘタフェ,1,0,0
2014,26/01/14,Barcelona,バルセロナ,Malaga,マラガ,3,0,0
2014,26/01/14,Osasuna,オサスナ,Ath Bilbao,ビルバオ,1,5,2
2014,26/01/14,Vallecano,ラージョ,Ath Madrid,Aマドリード,2,4,2
2014,27/01/14,Sociedad,ソシエダ,Elche,エルチェ,4,0,0
2014,31/01/14,Granada,グラナダ,Celta,セルタ,1,2,2
2014,01/02/14,Barcelona,バルセロナ,Valencia,バレンシア,2,3,2
2014,01/02/14,Getafe,ヘタフェ,Valladolid,バジャドリード,0,0,1
2014,01/02/14,Levante,レバンテ,Vallecano,ラージョ,0,0,1
2014,01/02/14,Malaga,マラガ,Sevilla,セビージャ,3,2,0
2014,02/02/14,Ath Bilbao,ビルバオ,Real Madrid,Rマドリード,1,1,1
2014,02/02/14,Ath Madrid,Aマドリード,Sociedad,ソシエダ,4,0,0
2014,02/02/14,Betis,ベティス,Espanol,エスパニョール,2,0,0
2014,02/02/14,Elche,エルチェ,Almeria,アルメリア,1,0,0
2014,03/02/14,Villarreal,ビジャレアル,Osasuna,オサスナ,3,1,0
2014,07/02/14,Espanol,エスパニョール,Granada,グラナダ,1,0,0
2014,08/02/14,Almeria,アルメリア,Ath Madrid,Aマドリード,2,0,0
2014,08/02/14,Real Madrid,Rマドリード,Villarreal,ビジャレアル,4,2,0
2014,08/02/14,Valencia,バレンシア,Betis,ベティス,5,0,0
2014,08/02/14,Vallecano,ラージョ,Malaga,マラガ,4,1,0
2014,09/02/14,Osasuna,オサスナ,Getafe,ヘタフェ,2,0,0
2014,09/02/14,Sevilla,セビージャ,Barcelona,バルセロナ,1,4,2
2014,09/02/14,Sociedad,ソシエダ,Levante,レバンテ,0,0,1
2014,09/02/14,Valladolid,バジャドリード,Elche,エルチェ,2,2,1
2014,10/02/14,Celta,セルタ,Ath Bilbao,ビルバオ,0,0,1
2014,14/02/14,Elche,エルチェ,Osasuna,オサスナ,0,0,1
2014,15/02/14,Ath Madrid,Aマドリード,Valladolid,バジャドリード,3,0,0
2014,15/02/14,Barcelona,バルセロナ,Vallecano,ラージョ,6,0,0
2014,15/02/14,Levante,レバンテ,Almeria,アルメリア,1,0,0
2014,15/02/14,Villarreal,ビジャレアル,Celta,セルタ,0,2,2
2014,16/02/14,Ath Bilbao,ビルバオ,Espanol,エスパニョール,1,2,2
2014,16/02/14,Getafe,ヘタフェ,Real Madrid,Rマドリード,0,3,2
2014,16/02/14,Granada,グラナダ,Betis,ベティス,1,0,0
2014,16/02/14,Sevilla,セビージャ,Valencia,バレンシア,0,0,1
2014,17/02/14,Malaga,マラガ,Sociedad,ソシエダ,0,1,2
2014,21/02/14,Valladolid,バジャドリード,Levante,レバンテ,1,1,1
2014,22/02/14,Almeria,アルメリア,Malaga,マラガ,0,0,1
2014,22/02/14,Celta,セルタ,Getafe,ヘタフェ,1,1,1
2014,22/02/14,Real Madrid,Rマドリード,Elche,エルチェ,3,0,0
2014,22/02/14,Sociedad,ソシエダ,Barcelona,バルセロナ,3,1,0
2014,23/02/14,Betis,ベティス,Ath Bilbao,ビルバオ,0,2,2
2014,23/02/14,Osasuna,オサスナ,Ath Madrid,Aマドリード,3,0,0
2014,23/02/14,Valencia,バレンシア,Granada,グラナダ,2,1,0
2014,23/02/14,Vallecano,ラージョ,Sevilla,セビージャ,0,1,2
2014,24/02/14,Espanol,エスパニョール,Villarreal,ビジャレアル,1,2,2
2014,28/02/14,Ath Bilbao,ビルバオ,Granada,グラナダ,4,0,0
2014,01/03/14,Elche,エルチェ,Celta,セルタ,1,0,0
2014,01/03/14,Getafe,ヘタフェ,Espanol,エスパニョール,0,0,1
2014,01/03/14,Levante,レバンテ,Osasuna,オサスナ,2,0,0
2014,01/03/14,Malaga,マラガ,Valladolid,バジャドリード,1,1,1
2014,02/03/14,Ath Madrid,Aマドリード,Real Madrid,Rマドリード,2,2,1
2014,02/03/14,Barcelona,バルセロナ,Almeria,アルメリア,4,1,0
2014,02/03/14,Sevilla,セビージャ,Sociedad,ソシエダ,1,0,0
2014,02/03/14,Vallecano,ラージョ,Valencia,バレンシア,1,0,0
2014,02/03/14,Villarreal,ビジャレアル,Betis,ベティス,1,1,1
2014,08/03/14,Betis,ベティス,Getafe,ヘタフェ,2,0,0
2014,08/03/14,Celta,セルタ,Ath Madrid,Aマドリード,0,2,2
2014,08/03/14,Granada,グラナダ,Villarreal,ビジャレアル,2,0,0
2014,08/03/14,Valladolid,バジャドリード,Barcelona,バルセロナ,1,0,0
2014,09/03/14,Almeria,アルメリア,Sevilla,セビージャ,1,3,2
2014,09/03/14,Espanol,エスパニョール,Elche,エルチェ,3,1,0
2014,09/03/14,Real Madrid,Rマドリード,Levante,レバンテ,3,0,0
2014,09/03/14,Valencia,バレンシア,Ath Bilbao,ビルバオ,1,1,1
2014,10/03/14,Osasuna,オサスナ,Malaga,マラガ,0,2,2
2014,10/03/14,Sociedad,ソシエダ,Vallecano,ラージョ,2,3,2
2014,14/03/14,Getafe,ヘタフェ,Granada,グラナダ,3,3,1
2014,15/03/14,Ath Madrid,Aマドリード,Espanol,エスパニョール,1,0,0
2014,15/03/14,Levante,レバンテ,Celta,セルタ,0,1,2
2014,15/03/14,Malaga,マラガ,Real Madrid,Rマドリード,0,1,2
2014,15/03/14,Vallecano,ラージョ,Almeria,アルメリア,3,1,0
2014,16/03/14,Barcelona,バルセロナ,Osasuna,オサスナ,7,0,0
2014,16/03/14,Elche,エルチェ,Betis,ベティス,0,0,1
2014,16/03/14,Sevilla,セビージャ,Valladolid,バジャドリード,4,1,0
2014,16/03/14,Sociedad,ソシエダ,Valencia,バレンシア,1,0,0
2014,17/03/14,Villarreal,ビジャレアル,Ath Bilbao,ビルバオ,1,1,1
2014,21/03/14,Celta,セルタ,Malaga,マラガ,0,2,2
2014,22/03/14,Ath Bilbao,ビルバオ,Getafe,ヘタフェ,1,0,0
2014,22/03/14,Espanol,エスパニョール,Levante,レバンテ,0,0,1
2014,22/03/14,Granada,グラナダ,Elche,エルチェ,1,0,0
2014,22/03/14,Valladolid,バジャドリード,Vallecano,ラージョ,1,1,1
2014,23/03/14,Betis,ベティス,Ath Madrid,Aマドリード,0,2,2
2014,23/03/14,Osasuna,オサスナ,Sevilla,セビージャ,1,2,2
2014,23/03/14,Real Madrid,Rマドリード,Barcelona,バルセロナ,3,4,2
2014,23/03/14,Valencia,バレンシア,Villarreal,ビジャレアル,2,1,0
2014,24/03/14,Almeria,アルメリア,Sociedad,ソシエダ,4,3,0
2014,25/03/14,Elche,エルチェ,Ath Bilbao,ビルバオ,0,0,1
2014,25/03/14,Malaga,マラガ,Espanol,エスパニョール,1,2,2
2014,26/03/14,Ath Madrid,Aマドリード,Granada,グラナダ,1,0,0
2014,26/03/14,Barcelona,バルセロナ,Celta,セルタ,3,0,0
2014,26/03/14,Sevilla,セビージャ,Real Madrid,Rマドリード,2,1,0
2014,26/03/14,Vallecano,ラージョ,Osasuna,オサスナ,1,0,0
2014,27/03/14,Almeria,アルメリア,Valencia,バレンシア,2,2,1
2014,27/03/14,Getafe,ヘタフェ,Villarreal,ビジャレアル,0,1,2
2014,27/03/14,Levante,レバンテ,Betis,ベティス,1,3,2
2014,27/03/14,Sociedad,ソシエダ,Valladolid,バジャドリード,1,0,0
2014,29/03/14,Ath Bilbao,ビルバオ,Ath Madrid,Aマドリード,1,2,2
2014,29/03/14,Celta,セルタ,Sevilla,セビージャ,1,0,0
2014,29/03/14,Espanol,エスパニョール,Barcelona,バルセロナ,0,1,2
2014,29/03/14,Real Madrid,Rマドリード,Vallecano,ラージョ,5,0,0
2014,30/03/14,Osasuna,オサスナ,Sociedad,ソシエダ,1,1,1
2014,30/03/14,Valencia,バレンシア,Getafe,ヘタフェ,1,3,2
2014,30/03/14,Valladolid,バジャドリード,Almeria,アルメリア,1,0,0
2014,30/03/14,Villarreal,ビジャレアル,Elche,エルチェ,1,1,1
2014,31/03/14,Betis,ベティス,Malaga,マラガ,1,2,2
2014,31/03/14,Granada,グラナダ,Levante,レバンテ,0,2,2
2014,04/04/14,Almeria,アルメリア,Osasuna,オサスナ,1,2,2
2014,05/04/14,Ath Madrid,Aマドリード,Villarreal,ビジャレアル,1,0,0
2014,05/04/14,Barcelona,バルセロナ,Betis,ベティス,3,1,0
2014,05/04/14,Sociedad,ソシエダ,Real Madrid,Rマドリード,0,4,2
2014,05/04/14,Vallecano,ラージョ,Celta,セルタ,3,0,0
2014,06/04/14,Elche,エルチェ,Getafe,ヘタフェ,1,0,0
2014,06/04/14,Malaga,マラガ,Granada,グラナダ,4,1,0
2014,06/04/14,Sevilla,セビージャ,Espanol,エスパニョール,4,1,0
2014,06/04/14,Valladolid,バジャドリード,Valencia,バレンシア,0,0,1
2014,07/04/14,Levante,レバンテ,Ath Bilbao,ビルバオ,1,2,2
2014,11/04/14,Osasuna,オサスナ,Valladolid,バジャドリード,0,0,1
2014,12/04/14,Celta,セルタ,Sociedad,ソシエダ,2,2,1
2014,12/04/14,Granada,グラナダ,Barcelona,バルセロナ,1,0,0
2014,12/04/14,Real Madrid,Rマドリード,Almeria,アルメリア,4,0,0
2014,12/04/14,Villarreal,ビジャレアル,Levante,レバンテ,1,0,0
2014,13/04/14,Betis,ベティス,Sevilla,セビージャ,0,2,2
2014,13/04/14,Espanol,エスパニョール,Vallecano,ラージョ,2,2,1
2014,13/04/14,Getafe,ヘタフェ,Ath Madrid,Aマドリード,0,2,2
2014,13/04/14,Valencia,バレンシア,Elche,エルチェ,2,1,0
2014,14/04/14,Ath Bilbao,ビルバオ,Malaga,マラガ,3,0,0
2014,18/04/14,Ath Madrid,Aマドリード,Elche,エルチェ,2,0,0
2014,19/04/14,Levante,レバンテ,Getafe,ヘタフェ,0,0,1
2014,19/04/14,Osasuna,オサスナ,Valencia,バレンシア,1,1,1
2014,19/04/14,Sociedad,ソシエダ,Espanol,エスパニョール,2,1,0
2014,20/04/14,Almeria,アルメリア,Celta,セルタ,2,4,2
2014,20/04/14,Barcelona,バルセロナ,Ath Bilbao,ビルバオ,2,1,0
2014,20/04/14,Sevilla,セビージャ,Granada,グラナダ,4,0,0
2014,20/04/14,Vallecano,ラージョ,Betis,ベティス,3,1,0
2014,21/04/14,Malaga,マラガ,Villarreal,ビジャレアル,2,0,0
2014,25/04/14,Elche,エルチェ,Levante,レバンテ,1,1,1
2014,26/04/14,Betis,ベティス,Sociedad,ソシエダ,0,1,2
2014,26/04/14,Getafe,ヘタフェ,Malaga,マラガ,1,0,0
2014,26/04/14,Granada,グラナダ,Vallecano,ラージョ,0,3,2
2014,26/04/14,Real Madrid,Rマドリード,Osasuna,オサスナ,4,0,0
2014,27/04/14,Ath Bilbao,ビルバオ,Sevilla,セビージャ,3,1,0
2014,27/04/14,Espanol,エスパニョール,Almeria,アルメリア,1,2,2
2014,27/04/14,Valencia,バレンシア,Ath Madrid,Aマドリード,0,1,2
2014,27/04/14,Villarreal,ビジャレアル,Barcelona,バルセロナ,2,3,2
2014,28/04/14,Celta,セルタ,Valladolid,バジャドリード,4,1,0
2014,02/05/14,Vallecano,ラージョ,Ath Bilbao,ビルバオ,0,3,2
2014,03/05/14,Barcelona,バルセロナ,Getafe,ヘタフェ,2,2,1
2014,03/05/14,Malaga,マラガ,Elche,エルチェ,0,1,2
2014,03/05/14,Osasuna,オサスナ,Celta,セルタ,0,2,2
2014,03/05/14,Valladolid,バジャドリード,Espanol,エスパニョール,1,0,0
2014,04/05/14,Almeria,アルメリア,Betis,ベティス,3,2,0
2014,04/05/14,Levante,レバンテ,Ath Madrid,Aマドリード,2,0,0
2014,04/05/14,Real Madrid,Rマドリード,Valencia,バレンシア,2,2,1
2014,04/05/14,Sevilla,セビージャ,Villarreal,ビジャレアル,0,0,1
2014,05/05/14,Sociedad,ソシエダ,Granada,グラナダ,1,1,1
2014,07/05/14,Valladolid,バジャドリード,Real Madrid,Rマドリード,1,1,1
2014,10/05/14,Levante,レバンテ,Valencia,バレンシア,2,0,0
2014,10/05/14,Villarreal,ビジャレアル,Vallecano,ラージョ,4,0,0
2014,11/05/14,Ath Bilbao,ビルバオ,Sociedad,ソシエダ,1,1,1
2014,11/05/14,Ath Madrid,Aマドリード,Malaga,マラガ,1,1,1
2014,11/05/14,Betis,ベティス,Valladolid,バジャドリード,4,3,0
2014,11/05/14,Celta,セルタ,Real Madrid,Rマドリード,2,0,0
2014,11/05/14,Elche,エルチェ,Barcelona,バルセロナ,0,0,1
2014,11/05/14,Espanol,エスパニョール,Osasuna,オサスナ,1,1,1
2014,11/05/14,Getafe,ヘタフェ,Sevilla,セビージャ,1,0,0
2014,11/05/14,Granada,グラナダ,Almeria,アルメリア,0,2,2
2014,16/05/14,Malaga,マラガ,Levante,レバンテ,1,0,0
2014,17/05/14,Barcelona,バルセロナ,Ath Madrid,Aマドリード,1,1,1
2014,17/05/14,Real Madrid,Rマドリード,Espanol,エスパニョール,3,1,0
2014,17/05/14,Valencia,バレンシア,Celta,セルタ,2,1,0
2014,18/05/14,Almeria,アルメリア,Ath Bilbao,ビルバオ,0,0,1
2014,18/05/14,Osasuna,オサスナ,Betis,ベティス,2,1,0
2014,18/05/14,Sevilla,セビージャ,Elche,エルチェ,3,1,0
2014,18/05/14,Sociedad,ソシエダ,Villarreal,ビジャレアル,1,2,2
2014,18/05/14,Valladolid,バジャドリード,Granada,グラナダ,0,1,2
2014,18/05/14,Vallecano,ラージョ,Getafe,ヘタフェ,1,2,2
2015,23/08/14,Almeria,アルメリア,Espanol,エスパニョール,1,1,1
2015,23/08/14,Granada,グラナダ,La Coruna,デポルティーボ,2,1,0
2015,23/08/14,Malaga,マラガ,Ath Bilbao,ビルバオ,1,0,0
2015,23/08/14,Sevilla,セビージャ,Valencia,バレンシア,1,1,1
2015,24/08/14,Barcelona,バルセロナ,Elche,エルチェ,3,0,0
2015,24/08/14,Celta,セルタ,Getafe,ヘタフェ,3,1,0
2015,24/08/14,Eibar,エイバル,Sociedad,ソシエダ,1,0,0
2015,24/08/14,Levante,レバンテ,Villarreal,ビジャレアル,0,2,2
2015,25/08/14,Real Madrid,Rマドリード,Cordoba,コルドバ,2,0,0
2015,25/08/14,Vallecano,ラージョ,Ath Madrid,Aマドリード,0,0,1
2015,29/08/14,Getafe,ヘタフェ,Almeria,アルメリア,1,0,0
2015,29/08/14,Valencia,バレンシア,Malaga,マラガ,3,0,0
2015,30/08/14,Ath Bilbao,ビルバオ,Levante,レバンテ,3,0,0
2015,30/08/14,Ath Madrid,Aマドリード,Eibar,エイバル,2,1,0
2015,30/08/14,Cordoba,コルドバ,Celta,セルタ,1,1,1
2015,30/08/14,Espanol,エスパニョール,Sevilla,セビージャ,1,2,2
2015,31/08/14,Elche,エルチェ,Granada,グラナダ,1,1,1
2015,31/08/14,La Coruna,デポルティーボ,Vallecano,ラージョ,2,2,1
2015,31/08/14,Sociedad,ソシエダ,Real Madrid,Rマドリード,4,2,0
2015,31/08/14,Villarreal,ビジャレアル,Barcelona,バルセロナ,0,1,2
2015,12/09/14,Almeria,アルメリア,Cordoba,コルドバ,1,1,1
2015,13/09/14,Barcelona,バルセロナ,Ath Bilbao,ビルバオ,2,0,0
2015,13/09/14,Celta,セルタ,Sociedad,ソシエダ,2,2,1
2015,13/09/14,Malaga,マラガ,Levante,レバンテ,0,0,1
2015,13/09/14,Real Madrid,Rマドリード,Ath Madrid,Aマドリード,1,2,2
2015,14/09/14,Granada,グラナダ,Villarreal,ビジャレアル,0,0,1
2015,14/09/14,Sevilla,セビージャ,Getafe,ヘタフェ,2,0,0
2015,14/09/14,Valencia,バレンシア,Espanol,エスパニョール,3,1,0
2015,14/09/14,Vallecano,ラージョ,Elche,エルチェ,2,3,2
2015,15/09/14,Eibar,エイバル,La Coruna,デポルティーボ,0,1,2
2015,19/09/14,Elche,エルチェ,Eibar,エイバル,0,2,2
2015,20/09/14,Ath Bilbao,ビルバオ,Granada,グラナダ,0,1,2
2015,20/09/14,Ath Madrid,Aマドリード,Celta,セルタ,2,2,1
2015,20/09/14,Espanol,エスパニョール,Malaga,マラガ,2,2,1
2015,20/09/14,La Coruna,デポルティーボ,Real Madrid,Rマドリード,2,8,2
2015,21/09/14,Cordoba,コルドバ,Sevilla,セビージャ,1,3,2
2015,21/09/14,Levante,レバンテ,Barcelona,バルセロナ,0,5,2
2015,21/09/14,Sociedad,ソシエダ,Almeria,アルメリア,1,2,2
2015,21/09/14,Villarreal,ビジャレアル,Vallecano,ラージョ,4,2,0
2015,22/09/14,Getafe,ヘタフェ,Valencia,バレンシア,0,3,2
2015,23/09/14,Celta,セルタ,La Coruna,デポルティーボ,2,1,0
2015,23/09/14,Real Madrid,Rマドリード,Elche,エルチェ,5,1,0
2015,24/09/14,Almeria,アルメリア,Ath Madrid,Aマドリード,0,1,2
2015,24/09/14,Eibar,エイバル,Villarreal,ビジャレアル,1,1,1
2015,24/09/14,Granada,グラナダ,Levante,レバンテ,0,1,2
2015,24/09/14,Malaga,マラガ,Barcelona,バルセロナ,0,0,1
2015,24/09/14,Sevilla,セビージャ,Sociedad,ソシエダ,1,0,0
2015,24/09/14,Vallecano,ラージョ,Ath Bilbao,ビルバオ,2,1,0
2015,25/09/14,Espanol,エスパニョール,Getafe,ヘタフェ,2,0,0
2015,25/09/14,Valencia,バレンシア,Cordoba,コルドバ,3,0,0
2015,26/09/14,Elche,エルチェ,Celta,セルタ,0,1,2
2015,27/09/14,Ath Bilbao,ビルバオ,Eibar,エイバル,0,0,1
2015,27/09/14,Ath Madrid,Aマドリード,Sevilla,セビージャ,4,0,0
2015,27/09/14,Barcelona,バルセロナ,Granada,グラナダ,6,0,0
2015,27/09/14,Levante,レバンテ,Vallecano,ラージョ,0,2,2
2015,27/09/14,Villarreal,ビジャレアル,Real Madrid,Rマドリード,0,2,2
2015,28/09/14,Cordoba,コルドバ,Espanol,エスパニョール,0,0,1
2015,28/09/14,Getafe,ヘタフェ,Malaga,マラガ,1,0,0
2015,28/09/14,La Coruna,デポルティーボ,Almeria,アルメリア,0,1,2
2015,28/09/14,Sociedad,ソシエダ,Valencia,バレンシア,1,1,1
2015,03/10/14,Getafe,ヘタフェ,Cordoba,コルドバ,1,1,1
2015,04/10/14,Almeria,アルメリア,Elche,エルチェ,2,2,1
2015,04/10/14,Eibar,エイバル,Levante,レバンテ,3,3,1
2015,04/10/14,Malaga,マラガ,Granada,グラナダ,2,1,0
2015,04/10/14,Valencia,バレンシア,Ath Madrid,Aマドリード,3,1,0
2015,04/10/14,Vallecano,ラージョ,Barcelona,バルセロナ,0,2,2
2015,05/10/14,Celta,セルタ,Villarreal,ビジャレアル,1,3,2
2015,05/10/14,Espanol,エスパニョール,Sociedad,ソシエダ,2,0,0
2015,05/10/14,Real Madrid,Rマドリード,Ath Bilbao,ビルバオ,5,0,0
2015,05/10/14,Sevilla,セビージャ,La Coruna,デポルティーボ,4,1,0
2015,17/10/14,Granada,グラナダ,Vallecano,ラージョ,0,1,2
2015,18/10/14,Ath Bilbao,ビルバオ,Celta,セルタ,1,1,1
2015,18/10/14,Barcelona,バルセロナ,Eibar,エイバル,3,0,0
2015,18/10/14,Cordoba,コルドバ,Malaga,マラガ,1,2,2
2015,18/10/14,Levante,レバンテ,Real Madrid,Rマドリード,0,5,2
2015,19/10/14,Ath Madrid,Aマドリード,Espanol,エスパニョール,2,0,0
2015,19/10/14,Elche,エルチェ,Sevilla,セビージャ,0,2,2
2015,19/10/14,La Coruna,デポルティーボ,Valencia,バレンシア,3,0,0
2015,19/10/14,Villarreal,ビジャレアル,Almeria,アルメリア,2,0,0
2015,20/10/14,Sociedad,ソシエダ,Getafe,ヘタフェ,1,2,2
2015,24/10/14,Celta,セルタ,Levante,レバンテ,3,0,0
2015,25/10/14,Almeria,アルメリア,Ath Bilbao,ビルバオ,0,1,2
2015,25/10/14,Cordoba,コルドバ,Sociedad,ソシエダ,1,1,1
2015,25/10/14,Eibar,エイバル,Granada,グラナダ,1,1,1
2015,25/10/14,Real Madrid,Rマドリード,Barcelona,バルセロナ,3,1,0
2015,25/10/14,Valencia,バレンシア,Elche,エルチェ,3,1,0
2015,26/10/14,Espanol,エスパニョール,La Coruna,デポルティーボ,0,0,1
2015,26/10/14,Getafe,ヘタフェ,Ath Madrid,Aマドリード,0,1,2
2015,26/10/14,Malaga,マラガ,Vallecano,ラージョ,4,0,0
